NAMES,REVIEWS,RATING
Dhiraj Narkhede,"

  It amazing in that price....

",5.0 out of 5 stars
srinivas reddy,"

  No customer care number of vu

",1.0 out of 5 stars
Akshay Sejpal,"

  Excellent TV.Also fast service from Amazon. Delivery and installation within 2 days of placing the order.

",5.0 out of 5 stars
Y. Sudheer Kumar,"

  Super

",4.0 out of 5 stars
Md.sulthan,"

  IAM connect the pendrive 3.0 not showing any files why .Service is very poor not response

",2.0 out of 5 stars
Nandeesh Kumar V,"

  Nice product

",4.0 out of 5 stars
Srinivas ,"

  SUPER PRODUCT SOUND IS GUD ... PICTURE CLEAR NICE TQ VU

",5.0 out of 5 stars
Amazon Customer,"

  TV is very good, worth buying, sound problem solved by the company very efficiently

",5.0 out of 5 stars
Manoj,"

  Good sound, Good Picture quality worth product on this budget.

",4.0 out of 5 stars
Divanshu Talwar,"

  Value for money..Good software experience and Sound Quality is also fine...Overall satisfied with Performance.

",4.0 out of 5 stars
S K Shrivastava,"

  Very bad products.after sale no service provide.

",1.0 out of 5 stars
Rajkumar choubey,"

  excellent product

",5.0 out of 5 stars
Shanee Prasad,"

  Its picture quality & sound is very nice & also value of money.

",5.0 out of 5 stars
Baalan,"

  Good

",5.0 out of 5 stars
karthik kannan,"

  Good option to choose this product... Bcoz Osm performance and perfect installation... Value of money

",5.0 out of 5 stars
MADHU BABU,"

  This is Madhu Recently  I Already Take A Tv IS My Tv Is Problem  So Please Send My  Tv Repair & Customer Number

",1.0 out of 5 stars
Amazon Customer,"

  Top in this price range

",5.0 out of 5 stars
Abhishek Singh,"

  Value for money its best led tv but hotstar not play and not download any apk from playstore in this smart tv

",3.0 out of 5 stars
Naveen Shetty,"

  Product was verry good but their have one problem.Screen cast is connected but screen playing very slow

",4.0 out of 5 stars
shobha mann,"

  Specually bought fir my son's online classes during this pandemic....best smart tv within reasonable expense.

",5.0 out of 5 stars
Amazon Customer,"

  Voice recognition is very poor...smart features limited since no browser available. Picture quality very good

",2.0 out of 5 stars
Balaganesh,"

  Picture and sound qualities are very good than expected.awesome value for money.Installation service is good.

",5.0 out of 5 stars
Amazon Customer,"

  It's good working, easy installation and nice picture quality

",5.0 out of 5 stars
DINESHKUMAR ,"

  Sound is not best speaker will change two times

",2.0 out of 5 stars
Shivani singh,"

  Slim and smart tv at this range is just awsm picture quality is best..would highly recommend

",5.0 out of 5 stars
Gayatri R Patil,"

  Smart features are quite good and also the picture quality. Happy with the product. Thank you Amazon

",4.0 out of 5 stars
Nitin kumar,"

  All is good except Amazon Prime is not working.

",5.0 out of 5 stars
Tamilan,"

  For 11K, the product is very good to buy, no need of second thought.

",5.0 out of 5 stars
T. S.,"

  Product packing delivery was nice. We too installed a hd television now. Thanks for the offer amazon

",5.0 out of 5 stars
Raghu,"

   nice product

",5.0 out of 5 stars
srinivasulu,"

  I have received very good product on low price and great customer support.Resolving the issues very quickly.

",5.0 out of 5 stars
Kannan D,"

  Product is good and worth for the cost as well. Service also nice. Thanks Amazon for the wonderful product..

",5.0 out of 5 stars
Puran Bahadur,"

  In my point of view it is 👌 good but I'm not experts.Ordinary customer

",5.0 out of 5 stars
Sunil,"

  The features mentioned was Google assistant..the product doesn't comes with Google assistant..fake marketing

",1.0 out of 5 stars
Binita,"

  Very nyz tv.. picture quality also sup up👍👌🎵🔊..no issues I will give5🌟🌟🌟🌟🌟

",5.0 out of 5 stars
jayesh,"

  So good

",5.0 out of 5 stars
Aamir Khan,"

  Awesome picture quality & phenomenal sound quality...Thankyou❤❣❣Worth Buying 🤟🤙

",5.0 out of 5 stars
venkateswari v,"

  Bought 6 months back and so far enjoying it

",5.0 out of 5 stars
nishant,"

  Good TV at this budget. Definitely go with this if budget is upto18k.More impressive than MI.

",5.0 out of 5 stars
Amazon Customer,"

  Sound problem & picture quality is not goodSome time Tv screen is very black & some time shows line in the screen

",1.0 out of 5 stars
Naveed basha,"

  Clamp quality is not good ..the tv has been slipped and are not responding although it is been covered in warranty

",1.0 out of 5 stars
dinakar,"

  I have received the product but no invoice has been received from amazon for the product in email or from Amazon app.

",4.0 out of 5 stars
Amazon Customer,"

  Very nice tv. you can't buy another tv in this price range including all smart features with Android verson

",5.0 out of 5 stars
Karthick,"

  Love this product...as such in description..amazon delivery was as scheduled..tv recieved with care..i love the pic clarity and sound..

",5.0 out of 5 stars
Manoj kumar Sharma,"

  Awesome LED, great sound and great viewing experience.Full value for money,  worth buying,  GO FOR IT

",5.0 out of 5 stars
Tushar K,"

  TV support voice support but remote doesn't have it.

",5.0 out of 5 stars
Amazon Customer,"

  Picture quality & sound is good. Features also are very good. Enjoying it.

",5.0 out of 5 stars
George Michael,"

  One of the wast tv in world

",1.0 out of 5 stars
M. LALITRAJ MARKETING,"

  picture quality very nice

",5.0 out of 5 stars
VIVEK,"

  Decent, not that good

",4.0 out of 5 stars
Raviteja,"

  Voice clarity not there

",2.0 out of 5 stars
pranav ashok bhambure,"

  It's very good TV.Easy installation. Good sound and picture quality.Highly recommended

",4.0 out of 5 stars
Amazon Customer,"

  Nice smart tv in the price bracket. Sound could have been little more good. Conectivity is suberb.

",4.0 out of 5 stars
Madhusudan B.,"

  I have 2nd time purchased 32"" VU smart TV and very much satisfied.

",5.0 out of 5 stars
Anamika,"

  The best buy in it's range. Budget friendly.

",5.0 out of 5 stars
archana ,"

  overall tv is good but voice quality is poor , and till date intallation process is bad ,

",3.0 out of 5 stars
Aman Batodiya,"

  Nahi Hai

",3.0 out of 5 stars
Laakshmi,"

  Horrible

",1.0 out of 5 stars
Harikrishna :-),"

  Value for money

",5.0 out of 5 stars
ashu,"

  Got a broken led

",1.0 out of 5 stars
Amazon Customer,"

  Slow o/s as per written. Service is awesome. 5 star for only installation service

",1.0 out of 5 stars
Raajesh Dwivedi ,"

  Overall good smart tv..After 4 months there is no issue...

",4.0 out of 5 stars
meman mahammad parvez m.yunus,"

  Excellent features,  superb picture quality.

",5.0 out of 5 stars
Neha,"

  Worth buy in this price with all the Smart features.

",5.0 out of 5 stars
Rupesh,"

  Awesome picture and sound quality.Good connectivity.Best option in this budget range.

",5.0 out of 5 stars
Jagatheesan,"

  waste of money

",1.0 out of 5 stars
rosy,"

  very Good product at a reasonable prize I am very satisfied with the pitcher quality and in-build apps.

",5.0 out of 5 stars
Gopinath Reddy .R,"

  Picture quality is nice

",5.0 out of 5 stars
sathish vaiyappamalai,"

  Excellent picture quality HD and SD setop box.i recommended by the vu led how to connect mobile screen mirror

",5.0 out of 5 stars
RUTA B.,"

  Quality product

",5.0 out of 5 stars
Abdul,"

  Got a defective product, in touch with customer service for replacement.

",4.0 out of 5 stars
Nandan,"

  Product picture clearity is good but Voice raise some issue when connecting with setup box. Othervoice all well.

",4.0 out of 5 stars
Srikanth Varma V,"

   Awesome product with low costBest product from Vu.

",5.0 out of 5 stars
Vijay Kumar,"

  But installation services is not good he has not approached me , wantedly avoiding installation,

",5.0 out of 5 stars
Satish Dodeja,"

  Should provide voice feature command in remote instead of typing

",4.0 out of 5 stars
Varun,"

  Picture quality is superb and because of Android version can see Netflix and prime video directly. That's a big advantage.

",5.0 out of 5 stars
Deepak and co,"

  Value for money

",5.0 out of 5 stars
Rohan,"

  Television not working at all

",1.0 out of 5 stars
Sasidhar,"

  Super pic quality, sound enough to hear, if u use tata sky pic quality will increase more

",5.0 out of 5 stars
Abirami,"

  Product was awesome but faced difficulty in installation service.I took almost 15 days for installation.

",4.0 out of 5 stars
Siddhant Jain,"

  Perfect brand, perfect quality. With all required features. Latest updates. Loved it. Amazing product

",5.0 out of 5 stars
Amazon Customer,"

  Do not purchase Amazon electronic itemsThey are not given your right information of Future part discretion.

",1.0 out of 5 stars
Gaurav,"

  After some time of start it pause suddenly,Then I have to switch off and restart.

",1.0 out of 5 stars
Marimuthu,"

  Worth for money...

",5.0 out of 5 stars
Manikanta,"

  Installation has taken 14 days from delivery that's too after follow up

",4.0 out of 5 stars
Sanjay,"

  Ok

",5.0 out of 5 stars
DEBARPITA PODDAR,"

  Excellent TV with all the smart up-to-date features along with marvelous picture and sound quality.

",5.0 out of 5 stars
tushar bhardwaj,"

  TV which i got is just awsome

",5.0 out of 5 stars
Ram v,"

  Update: There was an update to the software. Amazon prime is working now. Good quality TV with super clarity and colour reproduction.

",5.0 out of 5 stars
Santhosh,"

  Picture quality, Smart features are Good, sound is ok.. Final Conclusion Worth for what you pay...

",4.0 out of 5 stars
Surendra Pal Singh,"

  Any app not download hotsatr any more app not installedAndroidProblem install pending error

",5.0 out of 5 stars
Swetha,"

  TV is very Gud and exceeded our expectation got in festival sale ...it's a damn good value for money tv

",5.0 out of 5 stars
vijaykumar,"

  Awesome product, I really like it .... picture quality, voice recognition & smart features all is good...

",5.0 out of 5 stars
Nazeer pasha,"

  Super product nice picture quality and dts sonud

",5.0 out of 5 stars
Raj Chawan,"

  Awesome VU TV I Brought 43inch n work great and sound is superb.

",4.0 out of 5 stars
Narendra,"

  5 out of 4 because off the build quality of the body frame. picture quality is good.sound quality good

",4.0 out of 5 stars
Sri lakshmi,"

  The display was broken...how to change the display...how to contact the service provider...need help..

",5.0 out of 5 stars
KK,"

  Perfect in this budget

",4.0 out of 5 stars
surdeep Bhasin,"

  Its been only 2 months since I bought this TV,however the picture ia being diaplayed in B/W..Poor qlty

",4.0 out of 5 stars
B mahesh,"

  All are ok but Amazon Prime not conecting

",5.0 out of 5 stars
Om prakash R saroj,"

  All future very nice.

",4.0 out of 5 stars
Pawan Kumar singh,"

  Awerage

",2.0 out of 5 stars
AMBUJ,"

  Good product

",5.0 out of 5 stars
Sagar Y,"

  Superb picture quality

",5.0 out of 5 stars
Tahil Ramani,"

  Perfect in Smart Tv catagory.Go for it.With Android in it, no need for any set top box.

",5.0 out of 5 stars
Rinu Marks,"

  Picture clarity is good. Dolby sound experience. Liked the cricket mode which will increase the color contrast a bit. Overall good budget tv

",5.0 out of 5 stars
